iter,layer,h_in_rms,attn_rms,attn_ratio,attn_cos,h_mid_rms,mlp_rms,mlp_ratio,mlp_cos,h_out_rms,attn_gain_rms,mlp_gain_rms
68000,4,13.4968,0.913649,0.0676936,0.304455,13.8034,1.68722,0.122232,0.452814,14.6435,0.703616,0.839974
68000,5,14.6435,1.1343,0.0774612,0.201552,14.9132,3.24635,0.217683,0.473135,16.697,0.812272,0.760684
68000,6,16.697,1.32885,0.0795859,0.00230958,16.755,1.87754,0.112058,0.342101,17.4856,0.884535,0.703608
68000,7,17.4856,1.43845,0.0822649,0.0819315,17.6633,2.25472,0.12765,0.369589,18.6164,1.07425,0.672108
68000,8,18.6164,1.56586,0.084112,0.0941724,18.8306,2.60536,0.138358,0.355863,19.9081,1.0111,0.672451
68000,9,19.9081,1.44779,0.0727239,0.130929,20.1499,2.97956,0.147869,0.363398,21.4142,0.948633,0.67189
68000,10,21.4142,1.67419,0.0781813,0.122496,21.6837,3.10886,0.143373,0.343332,22.9387,0.959203,0.653053
68000,11,22.9387,1.82059,0.0793676,0.139025,23.266,3.28008,0.140982,0.290193,24.4201,1.02912,0.643309
68000,12,24.4201,1.84751,0.0756552,0.169361,24.799,3.42889,0.138267,0.226525,25.7922,0.972782,0.640614
68000,13,25.7922,1.70733,0.0661955,0.134003,26.0782,3.60505,0.13824,0.202045,27.0367,1.02739,0.634255
68000,14,27.0367,2.06018,0.0761992,0.188211,27.4986,3.79406,0.137973,0.162824,28.364,0.996249,0.616077
68000,15,28.364,2.31265,0.0815348,0.136466,28.7727,4.02559,0.13991,0.100951,29.4531,1.11355,0.605092
68000,16,29.4531,2.94279,0.0999145,0.176266,30.1128,4.49124,0.149147,0.116859,30.9608,1.13757,0.580099
68000,17,30.9608,4.14649,0.133927,0.0893489,31.6038,5.17926,0.163881,0.107613,32.5694,1.25604,0.558091
68000,18,32.5694,3.25008,0.0997894,0.109299,33.0828,5.68406,0.171813,0.125905,34.2649,1.22714,0.548306
68000,19,34.2649,4.93552,0.14404,0.137871,35.2855,6.49487,0.184066,0.144306,36.7873,1.34149,0.546421
68000,20,36.7873,4.32033,0.117441,0.141242,37.6426,7.61283,0.20224,0.132908,39.3829,1.21868,0.553951
68000,21,39.3829,4.86546,0.123542,0.108702,40.2044,8.66765,0.21559,0.150151,42.3792,1.2232,0.552019
68000,22,42.3792,6.11314,0.144248,0.150396,43.7193,9.06198,0.207276,0.141254,45.8822,1.47265,0.550204
68000,23,45.8822,6.90021,0.15039,0.13853,47.3354,10.4518,0.220803,0.198992,50.4646,1.47548,0.556791
68000,24,50.4646,8.23974,0.163278,0.24205,53.0648,12.1812,0.229554,0.228965,57.0976,1.44474,0.570366
68000,25,57.0976,5.87782,0.102943,0.249519,58.8406,13.5803,0.230799,0.242076,63.5093,1.37156,0.596666
68000,26,63.5093,6.18891,0.0974488,0.198743,65.0233,14.3981,0.22143,0.24695,69.9837,1.31446,0.61755
68000,27,69.9837,8.32512,0.118958,0.237127,72.4104,15.2782,0.210995,0.267509,77.9009,1.57661,0.641031
68000,28,77.9009,6.82876,0.0876595,0.262082,79.9623,15.6485,0.195698,0.275195,85.6007,1.4376,0.662273
68000,29,85.6007,6.72102,0.078516,0.274633,87.6864,16.3101,0.186005,0.261834,93.2951,1.47058,0.68091
68000,30,93.2951,9.16082,0.0981919,0.328672,96.6928,17.5215,0.181208,0.32966,103.796,1.66034,0.703879
68000,31,103.796,7.95382,0.0766293,0.401978,107.239,17.3943,0.162202,0.337596,114.29,1.29523,0.725026
68000,32,114.29,8.8688,0.0775988,0.419751,118.288,18.2808,0.154545,0.369379,126.187,1.44025,0.73818
68000,33,126.187,6.49736,0.0514898,0.326016,128.448,17.8742,0.139155,0.374249,136.15,1.43855,0.754089
68000,34,136.15,9.94285,0.0730287,0.366723,140.102,17.1772,0.122605,0.339819,146.827,1.66522,0.774056
68000,35,146.827,11.6443,0.0793061,0.514519,153.142,17.7207,0.115714,0.371342,160.564,1.53127,0.799249
68000,36,160.564,7.84887,0.0488832,0.535286,164.896,17.2919,0.104865,0.365384,171.975,1.31409,0.825465
68000,37,171.975,5.7865,0.0336473,0.592353,175.465,15.8709,0.0904502,0.296859,180.809,0.919824,0.844777
68000,38,180.809,6.83122,0.0377815,0.537084,184.575,15.8653,0.0859556,0.271889,189.504,1.21712,0.861559
68000,39,189.504,6.11696,0.0322789,0.502432,192.649,15.8351,0.0821968,0.25326,197.253,0.997117,0.875506
68000,40,197.253,4.48479,0.0227363,0.497788,199.533,15.6278,0.078322,0.227443,203.656,1.11939,0.887929
68000,41,203.656,4.07755,0.0200218,0.412715,205.283,15.935,0.0776247,0.199457,209.04,1.05632,0.89997
68000,42,209.04,3.02895,0.0144898,0.531599,210.547,16.0604,0.0762794,0.179103,214.01,0.952064,0.912258
68000,43,214.01,2.99024,0.0139725,0.495742,215.467,16.3509,0.0758859,0.15843,218.649,1.001,0.922623
68000,44,218.649,2.91214,0.0133188,0.323298,219.51,16.5168,0.0752437,0.14576,222.513,1.08397,0.929141
68000,45,222.513,5.30207,0.0238281,0.249882,223.95,17.1092,0.0763975,0.141822,227.005,1.19681,0.936824
68000,46,227.005,4.86463,0.0214296,0.25245,228.254,17.6016,0.0771142,0.133708,231.268,1.27659,0.944455
68000,47,231.268,5.09684,0.0220386,0.269772,232.718,18.2904,0.0785947,0.143098,236.03,1.09262,0.951963
68000,48,236.03,6.26243,0.0265323,0.227696,237.567,19.4232,0.0817588,0.148669,241.221,1.41627,0.95816
68000,49,241.221,6.16801,0.02557,0.237174,242.768,21.2722,0.0876234,0.165283,247.176,1.34506,0.970789
68000,50,247.176,7.07905,0.0286397,0.172061,248.484,22.8311,0.0918817,0.159477,253.128,1.27714,0.976833
68000,51,253.128,5.12781,0.0202578,0.16193,253.992,24.5731,0.0967478,0.164242,259.162,1.44306,0.984248
68000,52,259.162,6.92603,0.0267248,0.235626,260.867,25.8573,0.0991206,0.168209,266.438,1.38695,0.987405
68000,53,266.438,7.19897,0.0270193,0.170857,267.741,30.3923,0.113514,0.183237,274.935,1.5781,0.993667
68000,54,274.935,6.38107,0.0232093,0.149411,275.925,32.86,0.11909,0.171302,283.407,1.43682,1.00193
68000,55,283.407,10.3487,0.0365153,0.199116,285.641,37.7005,0.131985,0.167312,294.307,1.50909,0.998289
68000,56,294.307,11.5869,0.0393703,0.206129,296.9,43.491,0.146484,0.171465,307.365,1.56269,0.99999
68000,57,307.365,9.35425,0.0304337,0.189226,309.247,50.1528,0.162177,0.20468,323.257,1.44934,1.01521
68000,58,323.257,10.9609,0.0339076,0.246254,326.147,57.6272,0.176691,0.226822,343.818,1.51189,1.02236
68000,59,343.818,7.03296,0.0204555,0.197478,345.212,68.9598,0.199761,0.276579,370.258,1.34735,1.01892
68000,60,370.258,5.57969,0.0150697,0.264327,371.773,62.2196,0.167359,0.297654,394.79,1.19024,1.03484
68000,61,394.79,6.8915,0.0174561,0.136811,395.796,76.2459,0.192639,0.332195,427.221,1.14292,1.05882
68000,62,427.221,5.43091,0.0127122,0.149172,428.071,160.283,0.374431,0.205843,487.011,1.03448,1.09692
68000,63,487.011,4.16822,0.00855877,0.144295,487.484,190.389,0.390555,0.465655,600.279,0.979047,1.19373
75126,0,0.0440896,5.26328,119.377,0.00937796,5.26384,3.34824,0.636083,0.83867,8.27542,0.0422547,0.456346
75126,1,8.27542,0.903084,0.109129,0.79401,9.00897,4.26993,0.473964,0.440768,11.5463,0.292211,0.815682
75126,2,11.5463,0.748205,0.0648006,0.514873,11.9497,1.37849,0.115357,0.660384,12.9024,0.515317,0.870433
75126,3,12.9024,0.908003,0.0703749,0.428154,13.3165,1.64642,0.123638,0.577558,14.3311,0.64547,0.857675
75126,4,14.3311,0.934287,0.0651928,0.353843,14.6882,1.80996,0.123226,0.51394,15.6954,0.674632,0.836496
75126,5,15.6954,1.15867,0.073822,0.251603,16.0242,4.52482,0.282373,0.407656,18.3413,0.783899,0.760812
75126,6,18.3413,1.38021,0.0752513,0.0160159,18.4188,1.93542,0.105078,0.37121,19.2222,0.85594,0.704636
75126,7,19.2222,1.49107,0.0775704,0.0983076,19.4265,2.35707,0.121333,0.412334,20.5111,1.05644,0.678122
75126,8,20.5111,1.57762,0.0769154,0.0836995,20.7053,2.72676,0.131694,0.374257,21.873,0.993329,0.678929
75126,9,21.873,1.50727,0.0689103,0.132735,22.1243,3.17714,0.143604,0.383749,23.5307,0.933424,0.676833
75126,10,23.5307,1.71107,0.0727167,0.125412,23.8051,3.29534,0.13843,0.380208,25.2411,0.939935,0.656855
75126,11,25.2411,1.8473,0.0731862,0.158055,25.5989,3.39398,0.132583,0.317145,26.8677,1.01362,0.645668
75126,12,26.8677,1.84897,0.0688177,0.157021,27.2192,3.52901,0.129651,0.245719,28.2923,0.956689,0.642395
75126,13,28.2923,1.72709,0.0610447,0.172041,28.6406,3.69564,0.129035,0.23056,29.7083,1.01733,0.635796
75126,14,29.7083,2.08413,0.0701532,0.189574,30.1715,3.84805,0.127539,0.187422,31.1208,0.984563,0.61702
75126,15,31.1208,2.32615,0.0747458,0.131782,31.5117,4.0737,0.129276,0.131958,32.3017,1.10216,0.604817
75126,16,32.3017,2.97626,0.0921395,0.182639,32.9755,4.50411,0.13659,0.146085,33.9265,1.13045,0.579925
75126,17,33.9265,4.16282,0.122701,0.0998218,34.5912,5.1856,0.149911,0.132563,35.6465,1.24477,0.558446
75126,18,35.6465,3.21017,0.0900557,0.105204,36.1266,5.77095,0.159742,0.164121,37.5084,1.22425,0.548992
75126,19,37.5084,4.95582,0.132125,0.140475,38.5189,6.63467,0.172245,0.171131,40.185,1.33905,0.546643
75126,20,40.185,4.37624,0.108902,0.125605,40.9663,7.81927,0.190871,0.153536,42.8701,1.21818,0.552886
75126,21,42.8701,5.04729,0.117734,0.134917,43.8371,8.86493,0.202224,0.164983,46.1346,1.22854,0.549382
75126,22,46.1346,6.2379,0.135211,0.169402,47.5903,9.24322,0.194225,0.154235,49.857,1.48247,0.545703
75126,23,49.857,7.03057,0.141015,0.143215,51.3379,10.6037,0.206546,0.212213,54.5817,1.48597,0.551395
75126,24,54.5817,8.54197,0.156499,0.249077,57.3106,12.4129,0.216589,0.244796,61.5377,1.45686,0.564772
75126,25,61.5377,6.01045,0.097671,0.264618,63.3934,13.974,0.220434,0.258806,68.356,1.39207,0.591187
75126,26,68.356,6.33337,0.0926528,0.212277,69.9752,14.8089,0.211631,0.26087,75.2089,1.33616,0.611726
75126,27,75.2089,8.62974,0.114744,0.252068,77.834,15.7469,0.202314,0.283523,83.6724,1.60332,0.636211
75126,28,83.6724,6.82717,0.0815941,0.282505,85.8506,16.1098,0.187649,0.281791,91.7017,1.45834,0.656562
75126,29,91.7017,7.01826,0.0765336,0.296393,94.0217,16.6656,0.177253,0.263709,99.7207,1.49262,0.674645
75126,30,99.7207,9.57803,0.0960485,0.345706,103.424,17.9666,0.173717,0.331541,110.683,1.6949,0.698159
75126,31,110.683,8.53921,0.0771504,0.415965,114.496,17.7952,0.155423,0.33078,121.547,1.3163,0.719155
75126,32,121.547,9.16412,0.0753954,0.422514,125.692,18.6561,0.148427,0.366197,133.655,1.46942,0.731361
75126,33,133.655,7.08656,0.0530213,0.338342,136.214,18.3257,0.134536,0.382164,144.214,1.46862,0.74683
75126,34,144.214,10.5004,0.0728111,0.382163,148.541,17.6399,0.118754,0.341413,155.447,1.71188,0.766632
75126,35,155.447,12.7625,0.0821018,0.522286,162.478,18.21,0.112077,0.377436,170.186,1.56721,0.792241
75126,36,170.186,8.5125,0.0500188,0.545495,174.979,17.7616,0.101507,0.364171,182.195,1.34204,0.81879
75126,37,182.195,6.11039,0.0335376,0.600814,185.928,16.2014,0.0871381,0.30047,191.42,0.925122,0.837493
75126,38,191.42,7.27337,0.0379969,0.54802,195.498,16.2908,0.0833297,0.280496,200.677,1.23543,0.85458
75126,39,200.677,6.23797,0.0310846,0.490783,203.816,16.189,0.0794298,0.259967,208.611,1.00921,0.867783
75126,40,208.611,4.5071,0.0216053,0.492821,210.902,15.8215,0.0750182,0.227518,215.055,1.13853,0.880225
75126,41,215.055,4.54069,0.0211141,0.407859,216.922,16.1137,0.0742834,0.201965,220.738,1.07358,0.892006
75126,42,220.738,3.07667,0.0139381,0.544832,222.315,16.2474,0.0730828,0.185039,225.888,0.961637,0.903859
75126,43,225.888,3.00008,0.0132813,0.501192,227.371,16.4886,0.0725185,0.156946,230.54,1.01353,0.914382
75126,44,230.54,3.04152,0.013193,0.336514,231.527,16.6718,0.072008,0.143599,234.501,1.1027,0.920553
75126,45,234.501,5.2885,0.0225521,0.253246,235.989,17.2938,0.0732823,0.140607,239.028,1.22005,0.927881
75126,46,239.028,5.20409,0.0217719,0.247759,240.409,17.7989,0.074036,0.132999,243.409,1.30687,0.935555
75126,47,243.409,5.26655,0.0216366,0.28889,244.999,18.3765,0.0750066,0.140375,248.247,1.1081,0.943266
75126,48,248.247,6.62611,0.0266916,0.245436,250.035,19.6443,0.0785663,0.14375,253.599,1.45493,0.949757
75126,49,253.599,6.36145,0.0250847,0.243264,255.288,21.459,0.0840579,0.167092,259.735,1.37897,0.962979
75126,50,259.735,7.27863,0.0280233,0.168371,261.055,23.0923,0.0884579,0.161068,265.757,1.31072,0.968484
75126,51,265.757,5.58804,0.0210269,0.158238,266.622,25.1171,0.0942049,0.157577,271.712,1.49621,0.976686
75126,52,271.712,7.36224,0.0270958,0.242078,273.595,26.4423,0.0966473,0.160497,279.048,1.4298,0.981378
75126,53,279.048,7.51238,0.0269215,0.178166,280.441,30.3792,0.108327,0.181792,287.522,1.63877,0.987312
75126,54,287.522,6.81201,0.0236922,0.149342,288.559,33.2119,0.115096,0.166732,295.907,1.4878,0.997019
75126,55,295.907,10.7435,0.036307,0.192269,298.157,37.702,0.12645,0.165362,306.651,1.55768,0.995967
75126,56,306.651,12.7801,0.0416763,0.223184,309.797,44.0094,0.142059,0.19818,321.422,1.62236,0.998361
75126,57,321.422,9.99334,0.0310911,0.237612,324.047,49.6644,0.153263,0.2215,338.532,1.49454,1.01103
75126,58,338.532,11.393,0.0336542,0.275112,341.902,58.7747,0.171905,0.230102,360.007,1.55382,1.01522
75126,59,360.007,7.5813,0.0210587,0.237491,361.89,69.3821,0.191721,0.256427,385.559,1.37786,1.00992
75126,60,385.559,6.25152,0.0162142,0.177665,386.691,78.2693,0.202408,0.235072,412.163,1.20932,1.0202
75126,61,412.163,30.2754,0.073455,-0.0687587,411.19,96.6269,0.234993,0.26734,446.828,1.14564,1.07431
75126,62,446.828,7.11048,0.0159132,0.147426,447.936,151.62,0.338485,0.314057,516.04,1.03663,1.10116
75126,63,516.04,4.92083,0.00953576,0.126091,516.655,228.409,0.442092,0.399819,643.014,0.979579,1.19679
