iter,tensor,layer,mean,rms,max,min
64000,linear_fc1,3,0.870535,0.87179,0.96875,0.0153809
64000,linear_fc1,4,0.846075,0.847177,1.04688,0.00772095
64000,linear_fc1,5,0.765545,0.766457,1.70312,0.0078125
64000,linear_fc1,6,0.710491,0.711348,1.03125,0.0145264
64000,linear_fc1,7,0.677542,0.67845,0.976562,0.0234375
64000,linear_fc1,8,0.677686,0.678576,0.910156,0.0149536
64000,linear_fc1,9,0.678379,0.679253,0.898438,0.0106812
64000,linear_fc1,10,0.660618,0.661468,0.789062,0.0181885
64000,linear_fc1,11,0.651753,0.652534,0.730469,0.0122681
64000,linear_fc1,12,0.650027,0.650774,0.734375,0.0151367
64000,linear_fc1,13,0.644572,0.645268,0.71875,0.015625
64000,linear_fc1,14,0.627,0.62764,0.699219,0.0175781
64000,linear_fc1,15,0.616577,0.617142,0.691406,0.0247803
64000,linear_fc1,16,0.592755,0.593239,0.660156,0.0244141
64000,linear_fc1,17,0.570625,0.571066,0.636719,0.0476074
64000,linear_fc1,18,0.561551,0.561964,0.640625,0.034668
64000,linear_fc1,19,0.559259,0.559652,0.652344,0.0402832
64000,linear_fc1,20,0.566827,0.567204,0.714844,0.045166
64000,linear_fc1,21,0.564723,0.565104,0.699219,0.0388184
64000,linear_fc1,22,0.562446,0.562877,0.621094,0.019043
64000,linear_fc1,23,0.567131,0.567545,0.625,0.0339355
64000,linear_fc1,24,0.577898,0.57834,0.632812,0.0219727
64000,linear_fc1,25,0.601745,0.60221,0.644531,0.0211182
64000,linear_fc1,26,0.620236,0.620712,0.675781,0.0123901
64000,linear_fc1,27,0.641654,0.642166,0.691406,0.0189209
64000,linear_fc1,28,0.66125,0.661774,0.714844,0.0114136
64000,linear_fc1,29,0.678,0.678534,0.742188,0.00775146
64000,linear_fc1,30,0.700684,0.701199,0.761719,0.0212402
64000,linear_fc1,31,0.722254,0.722793,0.769531,0.0161133
64000,linear_fc1,32,0.735103,0.735651,0.789062,0.00854492
64000,linear_fc1,33,0.751717,0.752307,0.808594,0.00891113
64000,linear_fc1,34,0.773449,0.774058,0.832031,0.00534058
64000,linear_fc1,35,0.800824,0.801463,0.855469,0.00439453
64000,linear_fc1,36,0.828067,0.828736,0.949219,0.00524902
64000,linear_fc1,37,0.847972,0.848703,0.90625,0.00286865
64000,linear_fc1,38,0.864872,0.865652,0.921875,0.00482178
64000,linear_fc1,39,0.878791,0.879647,0.929688,0.00219727
64000,linear_fc1,40,0.890953,0.89186,0.933594,0.00260925
64000,linear_fc1,41,0.902671,0.903625,0.980469,0.00460815
64000,linear_fc1,42,0.914234,0.915255,0.980469,0.00427246
64000,linear_fc1,43,0.924168,0.925228,0.992188,0.0062561
64000,linear_fc1,44,0.930545,0.931687,1.00781,0.00497437
64000,linear_fc1,45,0.93765,0.938835,1.03125,0.00601196
64000,linear_fc1,46,0.944592,0.945838,1.03906,0.00811768
64000,linear_fc1,47,0.951541,0.952822,1.0625,0.00946045
64000,linear_fc1,48,0.956967,0.958341,1.07031,0.00613403
64000,linear_fc1,49,0.968166,0.969572,1.10156,0.020752
64000,linear_fc1,50,0.972977,0.974433,1.10938,0.0136719
64000,linear_fc1,51,0.979494,0.981003,1.14844,0.0356445
64000,linear_fc1,52,0.982694,0.98419,1.16406,0.0388184
64000,linear_fc1,53,0.988519,0.989929,1.21875,0.081543
64000,linear_fc1,54,0.995897,0.997313,1.25,0.116699
64000,linear_fc1,55,0.993369,0.994773,1.29688,0.0917969
64000,linear_fc1,56,0.995476,0.996839,1.375,0.114746
64000,linear_fc1,57,1.00511,1.00654,1.42969,0.164062
64000,linear_fc1,58,1.00722,1.0087,1.48438,0.199219
64000,linear_fc1,59,1.00076,1.00234,1.53125,0.265625
64000,linear_fc1,60,1.01372,1.01545,1.64844,0.269531
64000,linear_fc1,61,1.04031,1.04194,1.69531,0.322266
64000,linear_fc1,62,1.08295,1.08406,1.57812,0.5
64000,linear_fc1,63,1.1761,1.1775,1.72656,0.71875
64000,q_layernorm,0,1.19451,1.24225,1.90625,0.237305
64000,q_layernorm,1,1.56696,1.57543,2.01562,1.04688
64000,q_layernorm,2,1.50726,1.52018,1.88281,0.914062
64000,q_layernorm,3,1.61151,1.62703,1.97656,1.07812
64000,q_layernorm,4,1.53455,1.54552,1.92969,1.01562
64000,q_layernorm,5,1.49097,1.50264,1.82812,0.796875
64000,q_layernorm,6,1.77411,1.79339,2.1875,0.917969
64000,q_layernorm,7,1.64211,1.68522,2.125,0.0583496
64000,q_layernorm,8,1.61636,1.64142,1.90625,0.263672
64000,q_layernorm,9,1.59952,1.6285,2.07812,0.0585938
64000,q_layernorm,10,1.6481,1.663,2.07812,0.691406
64000,q_layernorm,11,1.67163,1.69678,2,0.441406
64000,q_layernorm,12,1.62161,1.63816,2.51562,0.585938
64000,q_layernorm,13,1.56191,1.58927,2.07812,0.0317383
64000,q_layernorm,14,1.52437,1.5492,2.10938,0.326172
64000,q_layernorm,15,1.66103,1.68136,2.10938,0.198242
64000,q_layernorm,16,1.50385,1.52336,2.14062,0.472656
64000,q_layernorm,17,1.69156,1.71125,2.14062,0.878906
64000,q_layernorm,18,1.64213,1.68368,2.09375,0.191406
64000,q_layernorm,19,1.72546,1.76188,2.09375,0.134766
64000,q_layernorm,20,1.59572,1.63458,2.125,0.0332031
64000,q_layernorm,21,1.58321,1.63548,2.09375,0.0361328
64000,q_layernorm,22,1.66579,1.73826,2.1875,0.00125885
64000,q_layernorm,23,1.63714,1.66368,2.10938,0.0654297
64000,q_layernorm,24,1.63231,1.6551,1.95312,0.380859
64000,q_layernorm,25,1.55566,1.63049,2.10938,0.0234375
64000,q_layernorm,26,1.36673,1.48394,1.96875,0.0198975
64000,q_layernorm,27,1.57065,1.63525,2.14062,0.0214844
64000,q_layernorm,28,1.3372,1.45357,1.8125,-0.0319824
64000,q_layernorm,29,1.4131,1.51164,1.84375,0.0116577
64000,q_layernorm,30,1.48127,1.5296,2,0.00732422
64000,q_layernorm,31,1.3822,1.4601,1.8125,0.0639648
64000,q_layernorm,32,1.56566,1.60712,1.96094,0.0712891
64000,q_layernorm,33,1.26794,1.40694,1.78125,0.0273438
64000,q_layernorm,34,1.38606,1.49828,1.91406,0.0132446
64000,q_layernorm,35,1.56629,1.61412,1.95312,0.0400391
64000,q_layernorm,36,1.42852,1.50608,1.95312,0.0289307
64000,q_layernorm,37,1.30466,1.34822,1.76562,0.292969
64000,q_layernorm,38,1.6532,1.65902,1.98438,1.11719
64000,q_layernorm,39,1.4595,1.48557,1.86719,0.511719
64000,q_layernorm,40,1.32638,1.40414,1.79688,0.123535
64000,q_layernorm,41,1.33617,1.40566,1.75781,0.205078
64000,q_layernorm,42,1.21419,1.27896,1.70312,0.400391
64000,q_layernorm,43,1.30223,1.34978,1.84375,0.451172
