layer,shard,amax_act,amax_wgt,amax_act_last,scale_act,scale_fwd_med,iter
self_attention.linear_qkv,2,11.1303,0.466797,0,40.2505,40.2505,43200
mlp.linear_fc1,2,16.4249,0.738281,0,27.2756,27.2756,43200
mlp.linear_fc2,2,560,1.85156,0,0.8,1,43200
self_attention.linear_proj,3,14.1875,2.67188,0,31.5771,31.5771,43200
self_attention.linear_qkv,3,15.3888,0.527344,0,29.1122,29.1122,43200
mlp.linear_fc1,3,13.2773,0.839844,0,33.7418,33.7418,43200
mlp.linear_fc2,3,464,1.44531,0,0.965517,1,43200
self_attention.linear_proj,4,17.625,2.89062,0,25.4184,25.4184,43200
self_attention.linear_qkv,4,15.835,0.46875,0,28.2918,28.2918,43200
mlp.linear_fc1,4,13.701,0.792969,0,32.6983,32.6983,43200
mlp.linear_fc2,4,704,1.84375,0,0.636364,1,43200
self_attention.linear_proj,17,50.25,1.28125,0,8.91542,8.91542,43200
self_attention.linear_qkv,17,52.0294,0.373047,0,8.61052,8.61052,43200
mlp.linear_fc1,17,8.18689,0.376953,0,54.7216,54.7216,43200
mlp.linear_fc2,17,788,1.57812,0,0.568528,1,43200
self_attention.linear_proj,18,45,1.41406,0,9.95556,9.95556,43200
self_attention.linear_qkv,18,46.5215,0.324219,0,9.62995,9.62995,43200
mlp.linear_fc1,18,8.81347,0.539062,0,50.8313,50.8313,43200
mlp.linear_fc2,18,720,1.25,0,0.622222,1,43200
self_attention.linear_proj,19,39.5,0.714844,0,11.3418,11.3418,43200
self_attention.linear_qkv,19,49.5182,0.458984,0,9.04717,9.04717,43200
mlp.linear_fc1,19,10.2405,0.558594,0,43.7478,43.7478,43200
mlp.linear_fc2,19,1888,1.28906,0,0.237288,1,43200
self_attention.linear_proj,20,47.25,0.949219,0,9.48148,9.48148,43200
self_attention.linear_qkv,20,44.538,0.357422,0,10.0588,10.0588,43200
mlp.linear_fc1,20,11.0754,0.453125,0,40.4499,40.4499,43200
mlp.linear_fc2,20,716,1.10156,0,0.625698,1,43200
self_attention.linear_proj,33,87.5,0.488281,0,5.12,5.12,43200
self_attention.linear_qkv,33,34.6282,0.322266,0,12.9374,12.9374,43200
mlp.linear_fc1,33,18.6927,0.435547,0,23.9666,23.9666,43200
mlp.linear_fc2,33,2576,1.53125,0,0.173913,1,43200
self_attention.linear_proj,34,101,0.478516,0,4.43564,4.43564,43200
self_attention.linear_qkv,34,39.8931,0.302734,0,11.23,11.23,43200
mlp.linear_fc1,34,21.7517,0.376953,0,20.5961,20.5961,43200
mlp.linear_fc2,34,2112,1.10156,0,0.212121,1,43200
self_attention.linear_proj,35,82.5,0.617188,0,5.4303,5.4303,43200
self_attention.linear_qkv,35,42.2011,0.292969,0,10.6158,10.6158,43200
mlp.linear_fc1,35,25.9161,0.349609,0,17.2866,17.2866,43200
mlp.linear_fc2,35,2256,1.45312,0,0.198582,1,43200
self_attention.linear_proj,36,62.5,0.470703,0,7.168,7.168,43200
self_attention.linear_qkv,36,29.6286,0.279297,0,15.1205,15.1205,43200
mlp.linear_fc1,36,34.7822,0.478516,0,12.8802,12.8802,43200
mlp.linear_fc2,36,2192,1.65625,0,0.20438,1,43200
self_attention.linear_proj,49,75.5,0.460938,0,5.93377,5.93377,43200
self_attention.linear_qkv,49,38.7835,0.269531,0,11.5513,11.5513,43200
mlp.linear_fc1,49,31.4199,0.457031,0,14.2585,14.2585,43200
mlp.linear_fc2,49,4992,0.679688,0,0.0897436,1,43200
self_attention.linear_proj,50,60,0.566406,0,7.46667,7.46667,43200
self_attention.linear_qkv,50,40.7368,0.330078,0,10.9974,10.9974,43200
mlp.linear_fc1,50,30.4633,0.578125,0,14.7062,14.7062,43200
mlp.linear_fc2,50,5760,0.671875,0,0.0777778,1,43200
self_attention.linear_proj,51,66,0.332031,0,6.78788,6.78788,43200
self_attention.linear_qkv,51,34.7374,0.261719,0,12.8968,12.8968,43200
mlp.linear_fc1,51,33.2563,0.421875,0,13.4712,13.4712,43200
mlp.linear_fc2,51,6240,0.816406,0,0.0717949,1,43200
self_attention.linear_proj,52,67.5,0.574219,0,6.63704,6.63704,43200
self_attention.linear_qkv,52,43.525,0.310547,0,10.2929,10.2929,43200
mlp.linear_fc1,52,34.6843,0.550781,0,12.9165,12.9165,43200
mlp.linear_fc2,52,5216,0.726562,0,0.0858896,1,43200
self_attention.linear_proj,5,33.25,2.40625,0,13.4737,13.4737,43200
self_attention.linear_qkv,5,18.552,0.570312,0,24.1484,24.1484,43200
mlp.linear_fc1,5,16.6018,0.691406,0,26.9851,26.9851,43200
mlp.linear_fc2,5,5664,2.9375,0,0.079096,1,43200
self_attention.linear_proj,6,40.25,1.1875,0,11.1304,11.1304,43200
self_attention.linear_qkv,6,19.7516,0.447266,0,22.6818,22.6818,43200
mlp.linear_fc1,6,11.5985,0.925781,0,38.6256,38.6256,43200
mlp.linear_fc2,6,1072,1.55469,0,0.41791,1,43200
self_attention.linear_proj,7,32.25,1.53125,0,13.8915,13.8915,43200
self_attention.linear_qkv,7,31.21,0.380859,0,14.3544,14.3544,43200
mlp.linear_fc1,7,10.8259,0.484375,0,41.3824,41.3824,43200
mlp.linear_fc2,7,544,2.0625,0,0.823529,1,43200
self_attention.linear_proj,8,24.5,0.894531,0,18.2857,18.2857,43200
self_attention.linear_qkv,8,19.6574,0.4375,0,22.7904,22.7904,43200
mlp.linear_fc1,8,9.88774,0.447266,0,45.3086,45.3086,43200
mlp.linear_fc2,8,1360,2.3125,0,0.329412,1,43200
self_attention.linear_proj,21,46.25,1.24219,0,9.68649,9.68649,43200
self_attention.linear_qkv,21,48.3623,0.341797,0,9.26342,9.26342,43200
mlp.linear_fc1,21,11.4937,0.423828,0,38.9778,38.9778,43200
mlp.linear_fc2,21,1024,1.57812,0,0.4375,1,43200
self_attention.linear_proj,22,73,0.902344,0,6.13699,6.13699,43200
self_attention.linear_qkv,22,55.4525,0.390625,0,8.07898,8.07898,43200
mlp.linear_fc1,22,10.1246,0.392578,0,44.2488,44.2488,43200
mlp.linear_fc2,22,840,1.25,0,0.533333,1,43200
self_attention.linear_proj,23,71.5,1.15625,0,6.26573,6.26573,43200
self_attention.linear_qkv,23,50.7436,0.410156,0,8.8287,8.8287,43200
mlp.linear_fc1,23,11.1971,0.451172,0,40.0104,40.0104,43200
mlp.linear_fc2,23,1200,1.77344,0,0.373333,1,43200
self_attention.linear_proj,24,69.5,0.484375,0,6.44604,6.44604,43200
self_attention.linear_qkv,24,49.0473,0.423828,0,9.13405,9.13405,43200
mlp.linear_fc1,24,10.9573,0.5625,0,40.886,40.886,43200
mlp.linear_fc2,24,1096,1.21094,0,0.408759,1,43200
self_attention.linear_proj,37,37.5,0.609375,0,11.9467,11.9467,43200
self_attention.linear_qkv,37,25.2051,0.227539,0,17.7742,17.7742,43200
mlp.linear_fc1,37,34.4088,0.433594,0,13.0199,13.0199,43200
mlp.linear_fc2,37,2304,1.25781,0,0.194444,1,43200
self_attention.linear_proj,38,54,0.609375,0,8.2963,8.2963,43200
self_attention.linear_qkv,38,36.7836,0.275391,0,12.1793,12.1793,43200
mlp.linear_fc1,38,31.7653,0.396484,0,14.1035,14.1035,43200
mlp.linear_fc2,38,2160,1.71094,0,0.207407,1,43200
self_attention.linear_proj,39,53.25,0.617188,0,8.41315,8.41315,43200
self_attention.linear_qkv,39,27.4613,0.224609,0,16.3139,16.3139,43200
mlp.linear_fc1,39,30.6261,0.503906,0,14.6281,14.6281,43200
mlp.linear_fc2,39,2560,0.902344,0,0.175,1,43200
self_attention.linear_proj,40,64.5,0.539062,0,6.94574,6.94574,43200
self_attention.linear_qkv,40,27.1907,0.296875,0,16.4762,16.4762,43200
mlp.linear_fc1,40,30.2172,0.498047,0,14.826,14.826,43200
mlp.linear_fc2,40,2144,1.10938,0,0.208955,1,43200
self_attention.linear_proj,53,75.5,0.400391,0,5.93377,5.93377,43200
self_attention.linear_qkv,53,38.7798,0.3125,0,11.5524,11.5524,43200
mlp.linear_fc1,53,38.1387,0.585938,0,11.7466,11.7466,43200
mlp.linear_fc2,53,7040,0.78125,0,0.0636364,1,43200
self_attention.linear_proj,54,86.5,0.683594,0,5.17919,5.17919,43200
self_attention.linear_qkv,54,40.7292,0.251953,0,10.9995,10.9995,43200
mlp.linear_fc1,54,39.3183,0.574219,0,11.3942,11.3942,43200
mlp.linear_fc2,54,5184,0.957031,0,0.0864198,1,43200
self_attention.linear_proj,55,97.5,0.765625,0,4.59487,4.59487,43200
self_attention.linear_qkv,55,49.091,0.332031,0,9.1259,9.1259,43200
mlp.linear_fc1,55,41.2352,0.621094,0,10.8645,10.8645,43200
mlp.linear_fc2,55,6208,0.953125,0,0.0721649,1,43200
self_attention.linear_proj,56,75.5,0.804688,0,5.93377,5.93377,43200
self_attention.linear_qkv,56,47.1277,0.339844,0,9.50609,9.50609,43200
mlp.linear_fc1,56,44.1545,0.539062,0,10.1462,10.1462,43200
mlp.linear_fc2,56,6176,1.14062,0,0.0725389,1,43200
self_attention.linear_proj,9,23.25,2.9375,0,19.2688,19.2688,43200
self_attention.linear_qkv,9,19.8003,0.449219,0,22.6259,22.6259,43200
mlp.linear_fc1,9,9.68621,0.597656,0,46.2513,46.2513,43200
mlp.linear_fc2,9,2928,2.5625,0,0.153005,1,43200
self_attention.linear_proj,10,27.25,1.27344,0,16.4404,16.4404,43200
self_attention.linear_qkv,10,22.9905,0.398438,0,19.4863,19.4863,43200
mlp.linear_fc1,10,8.05343,0.417969,0,55.6285,55.6285,43200
mlp.linear_fc2,10,792,2.35938,0,0.565657,1,43200
self_attention.linear_proj,11,24.875,2.03125,0,18.01,18.01,43200
self_attention.linear_qkv,11,27.1289,0.402344,0,16.5137,16.5137,43200
mlp.linear_fc1,11,7.30944,0.462891,0,61.2906,61.2906,43200
mlp.linear_fc2,11,548,2.1875,0,0.817518,1,43200
self_attention.linear_proj,12,33.5,0.96875,0,13.3731,13.3731,43200
self_attention.linear_qkv,12,25.5035,0.417969,0,17.5662,17.5662,43200
mlp.linear_fc1,12,7.18065,0.355469,0,62.3899,62.3899,43200
mlp.linear_fc2,12,760,1.94531,0,0.589474,1,43200
self_attention.linear_proj,25,57.75,0.539062,0,7.75758,7.75758,43200
self_attention.linear_qkv,25,36.9446,0.349609,0,12.1263,12.1263,43200
mlp.linear_fc1,25,11.8517,0.345703,0,37.8005,37.8005,43200
mlp.linear_fc2,25,1320,1.58594,0,0.339394,1,43200
self_attention.linear_proj,26,59.5,0.613281,0,7.52941,7.52941,43200
self_attention.linear_qkv,26,39.7312,0.335938,0,11.2758,11.2758,43200
mlp.linear_fc1,26,12.3864,0.417969,0,36.1687,36.1687,43200
mlp.linear_fc2,26,1296,1.47656,0,0.345679,1,43200
self_attention.linear_proj,27,89,0.453125,0,5.03371,5.03371,43200
self_attention.linear_qkv,27,45.3292,0.337891,0,9.88326,9.88326,43200
mlp.linear_fc1,27,12.6231,0.515625,0,35.4904,35.4904,43200
mlp.linear_fc2,27,2128,1.42188,0,0.210526,1,43200
self_attention.linear_proj,28,81,0.527344,0,5.53086,5.53086,43200
self_attention.linear_qkv,28,35.7396,0.445312,0,12.5351,12.5351,43200
mlp.linear_fc1,28,13.4531,0.363281,0,33.3008,33.3008,43200
mlp.linear_fc2,28,2320,1.6875,0,0.193103,1,43200
self_attention.linear_proj,41,42.5,0.373047,0,10.5412,10.5412,43200
self_attention.linear_qkv,41,24.8241,0.234375,0,18.047,18.047,43200
mlp.linear_fc1,41,30.8602,0.558594,0,14.5171,14.5171,43200
mlp.linear_fc2,41,2496,0.71875,0,0.179487,1,43200
self_attention.linear_proj,42,48.25,0.363281,0,9.28497,9.28497,43200
self_attention.linear_qkv,42,25.3839,0.217773,0,17.649,17.649,43200
mlp.linear_fc1,42,30.7526,0.359375,0,14.5679,14.5679,43200
mlp.linear_fc2,42,2144,1.4375,0,0.208955,1,43200
self_attention.linear_proj,43,55.5,0.482422,0,8.07207,8.07207,43200
self_attention.linear_qkv,43,28.8741,0.228516,0,15.5156,15.5156,43200
mlp.linear_fc1,43,31.0386,0.535156,0,14.4336,14.4336,43200
mlp.linear_fc2,43,2480,1.53125,0,0.180645,1,43200
self_attention.linear_proj,44,47,0.289062,0,9.53191,9.53191,43200
self_attention.linear_qkv,44,28.0388,0.228516,0,15.9779,15.9779,43200
mlp.linear_fc1,44,30.8225,0.433594,0,14.5348,14.5348,43200
mlp.linear_fc2,44,2896,1.51562,0,0.154696,1,43200
self_attention.linear_proj,57,85.5,0.644531,0,5.23977,5.23977,43200
self_attention.linear_qkv,57,44.8893,0.261719,0,9.98011,9.98011,43200
mlp.linear_fc1,57,46.8033,0.566406,0,9.57198,9.57198,43200
mlp.linear_fc2,57,5760,1.00781,0,0.0777778,1,43200
self_attention.linear_proj,58,86.5,0.644531,0,5.17919,5.17919,43200
self_attention.linear_qkv,58,49.962,0.257812,0,8.96682,8.96682,43200
mlp.linear_fc1,58,50.4298,0.878906,0,8.88364,8.88364,43200
mlp.linear_fc2,58,19328,1.49219,0,0.0231788,1,43200
self_attention.linear_proj,59,85.5,0.46875,0,5.23977,5.23977,43200
self_attention.linear_qkv,59,45.9722,0.269531,0,9.74502,9.74502,43200
mlp.linear_fc1,59,51.1871,0.679688,0,8.7522,8.7522,43200
mlp.linear_fc2,59,15744,1.22656,0,0.0284553,1,43200
self_attention.linear_proj,60,157,0.558594,0,2.8535,2.8535,43200
self_attention.linear_qkv,60,48.5829,0.28125,0,9.22135,9.22135,43200
mlp.linear_fc1,60,53.155,0.617188,0,8.42819,8.42819,43200
mlp.linear_fc2,60,9472,1.17969,0,0.0472973,1,43200
self_attention.linear_proj,13,60.25,0.984375,0,7.43568,7.43568,43200
self_attention.linear_qkv,13,26.6062,0.435547,0,16.8382,16.8382,43200
mlp.linear_fc1,13,7.33676,0.464844,0,61.0623,61.0623,43200
mlp.linear_fc2,13,540,1.75,0,0.82963,1,43200
self_attention.linear_proj,14,25,1.9375,0,17.92,17.92,43200
self_attention.linear_qkv,14,29.913,0.462891,0,14.9768,14.9768,43200
mlp.linear_fc1,14,6.89127,0.416016,0,65.0098,65.0098,43200
mlp.linear_fc2,14,596,1.35938,0,0.751678,1,43200
self_attention.linear_proj,15,27.125,0.839844,0,16.5161,16.5161,43200
self_attention.linear_qkv,15,37.762,0.423828,0,11.8638,11.8638,43200
mlp.linear_fc1,15,7.40311,0.425781,0,60.5151,60.5151,43200
mlp.linear_fc2,15,936,1.65625,0,0.478632,1,43200
self_attention.linear_proj,16,26.75,1.72656,0,16.7477,16.7477,43200
self_attention.linear_qkv,16,44.3599,0.410156,0,10.0992,10.0992,43200
mlp.linear_fc1,16,7.42976,0.464844,0,60.298,60.298,43200
mlp.linear_fc2,16,804,1.36719,0,0.557214,1,43200
self_attention.linear_proj,29,76.5,0.585938,0,5.85621,5.85621,43200
self_attention.linear_qkv,29,35.6621,0.40625,0,12.5624,12.5624,43200
mlp.linear_fc1,29,14.284,0.396484,0,31.3638,31.3638,43200
mlp.linear_fc2,29,1904,1.4375,0,0.235294,1,43200
self_attention.linear_proj,30,83,0.570312,0,5.39759,5.39759,43200
self_attention.linear_qkv,30,44.5529,0.316406,0,10.0555,10.0555,43200
mlp.linear_fc1,30,16.1349,0.376953,0,27.7659,27.7659,43200
mlp.linear_fc2,30,1816,1.54688,0,0.246696,1,43200
self_attention.linear_proj,31,67.5,0.535156,0,6.63704,6.63704,43200
self_attention.linear_qkv,31,38.8919,0.322266,0,11.5191,11.5191,43200
mlp.linear_fc1,31,16.7426,0.376953,0,26.7581,26.7581,43200
mlp.linear_fc2,31,2528,1.79688,0,0.177215,1,43200
self_attention.linear_proj,32,80,0.5,0,5.6,5.6,43200
self_attention.linear_qkv,32,40.3378,0.320312,0,11.1062,11.1062,43200
mlp.linear_fc1,32,17.8323,0.388672,0,25.1229,25.1229,43200
mlp.linear_fc2,32,2400,1.50781,0,0.186667,1,43200
self_attention.linear_proj,45,63,0.333984,0,7.11111,7.11111,43200
self_attention.linear_qkv,45,32.504,0.238281,0,13.7829,13.7829,43200
mlp.linear_fc1,45,31.0105,0.431641,0,14.4467,14.4467,43200
mlp.linear_fc2,45,3456,0.832031,0,0.12963,1,43200
self_attention.linear_proj,46,74.5,0.404297,0,6.01342,6.01342,43200
self_attention.linear_qkv,46,33.3433,0.265625,0,13.436,13.436,43200
mlp.linear_fc1,46,30.5997,0.542969,0,14.6406,14.6406,43200
mlp.linear_fc2,46,3648,1.00781,0,0.122807,1,43200
self_attention.linear_proj,47,76,0.427734,0,5.89474,5.89474,43200
self_attention.linear_qkv,47,37.1108,0.236328,0,12.072,12.072,43200
mlp.linear_fc1,47,31.0777,0.675781,0,14.4155,14.4155,43200
mlp.linear_fc2,47,3584,1.44531,0,0.125,1,43200
self_attention.linear_proj,48,91,0.384766,0,4.92308,4.92308,43200
self_attention.linear_qkv,48,37.9461,0.291016,0,11.8062,11.8062,43200
mlp.linear_fc1,48,30.5439,0.601562,0,14.6674,14.6674,43200
mlp.linear_fc2,48,4192,0.675781,0,0.10687,1,43200
self_attention.linear_proj,61,111,0.478516,0,4.03604,4.03604,43200
self_attention.linear_qkv,61,55.3136,0.273438,0,8.09927,8.09927,43200
mlp.linear_fc1,61,57.2889,0.550781,0,7.82002,7.82002,43200
mlp.linear_fc2,61,55808,1.82031,0,0.00802752,1,43200
self_attention.linear_proj,62,129,0.675781,0,3.47287,3.47287,43200
self_attention.linear_qkv,62,61.9862,0.345703,0,7.22742,7.22742,43200
mlp.linear_fc1,62,66.5148,0.349609,0,6.73534,6.73534,43200
mlp.linear_fc2,62,48128,1.67969,0,0.00930851,1,43200
self_attention.linear_proj,63,42.5,0.539062,0,10.5412,10.5412,43200
self_attention.linear_qkv,63,64.598,0.225586,0,6.93519,6.93519,43200
mlp.linear_fc1,63,74.5294,0.691406,0,6.01105,6.01105,43200
mlp.linear_fc2,63,2.53952e+06,1.57812,0,0.000176411,1,43200
self_attention.linear_proj,0,8.875,1.42969,0,50.4789,50.4789,44000
self_attention.linear_qkv,0,11.3048,0.322266,0,39.6293,39.6293,44000
mlp.linear_fc1,0,4.14531,0.59375,0,108.074,108.074,44000
mlp.linear_fc2,0,1568,2.07812,0,0.285714,1,44000
self_attention.linear_proj,1,9.5,2.34375,0,47.1579,47.1579,44000
self_attention.linear_qkv,1,7.67941,0.419922,0,58.3378,58.3378,44000
mlp.linear_fc1,1,6.69666,0.789062,0,66.899,66.899,44000
mlp.linear_fc2,1,13248,2.71875,0,0.0338164,1,44000
self_attention.linear_proj,2,9.625,2.5625,0,46.5455,46.5455,44000
self_attention.linear_qkv,2,10.3001,0.484375,0,43.4946,43.4946,44000
mlp.linear_fc1,2,11.9804,0.765625,0,37.3945,37.3945,44000
mlp.linear_fc2,2,470,1.88281,0,0.953192,1,44000
self_attention.linear_proj,3,14.75,2.70312,0,30.3729,30.3729,44000
self_attention.linear_qkv,3,13.6869,0.53125,0,32.7321,32.7321,44000
mlp.linear_fc1,3,11.35,0.871094,0,39.4714,39.4714,44000
mlp.linear_fc2,3,390,1.45312,0,1.14872,1.14872,44000
self_attention.linear_proj,4,14.6875,2.9375,0,30.5021,30.5021,44000
self_attention.linear_qkv,4,15.2659,0.472656,0,29.3465,29.3465,44000
mlp.linear_fc1,4,7.5573,0.804688,0,59.2804,59.2804,44000
mlp.linear_fc2,4,768,1.86719,0,0.583333,1,44000
self_attention.linear_proj,17,44.25,1.32031,0,10.1243,10.1243,44000
self_attention.linear_qkv,17,52.0507,0.378906,0,8.607,8.607,44000
mlp.linear_fc1,17,8.23117,0.382812,0,54.4273,54.4273,44000
mlp.linear_fc2,17,740,1.60156,0,0.605405,1,44000
self_attention.linear_proj,18,36.25,1.45312,0,12.3586,12.3586,44000
self_attention.linear_qkv,18,46.8028,0.326172,0,9.57207,9.57207,44000
mlp.linear_fc1,18,9.08428,0.542969,0,49.316,49.316,44000
mlp.linear_fc2,18,1040,1.25781,0,0.430769,1,44000
self_attention.linear_proj,19,39.75,0.730469,0,11.2704,11.2704,44000
self_attention.linear_qkv,19,49.5342,0.464844,0,9.04426,9.04426,44000
mlp.linear_fc1,19,10.5129,0.574219,0,42.6141,42.6141,44000
mlp.linear_fc2,19,1608,1.30469,0,0.278607,1,44000
self_attention.linear_proj,20,67.5,0.972656,0,6.63704,6.63704,44000
self_attention.linear_qkv,20,44.5464,0.363281,0,10.0569,10.0569,44000
mlp.linear_fc1,20,11.399,0.462891,0,39.3017,39.3017,44000
mlp.linear_fc2,20,1088,1.11719,0,0.411765,1,44000
self_attention.linear_proj,33,83,0.494141,0,5.39759,5.39759,44000
self_attention.linear_qkv,33,34.7887,0.339844,0,12.8778,12.8778,44000
mlp.linear_fc1,33,19.156,0.4375,0,23.387,23.387,44000
mlp.linear_fc2,33,2176,1.55469,0,0.205882,1,44000
self_attention.linear_proj,34,103,0.478516,0,4.34951,4.34951,44000
self_attention.linear_qkv,34,40.1507,0.306641,0,11.158,11.158,44000
mlp.linear_fc1,34,22.383,0.376953,0,20.0152,20.0152,44000
mlp.linear_fc2,34,2176,1.11719,0,0.205882,1,44000
self_attention.linear_proj,35,87.5,0.625,0,5.12,5.12,44000
self_attention.linear_qkv,35,42.2115,0.294922,0,10.6132,10.6132,44000
mlp.linear_fc1,35,26.8164,0.347656,0,16.7062,16.7062,44000
mlp.linear_fc2,35,2144,1.47656,0,0.208955,1,44000
self_attention.linear_proj,36,67.5,0.474609,0,6.63704,6.63704,44000
self_attention.linear_qkv,36,29.6356,0.285156,0,15.117,15.117,44000
mlp.linear_fc1,36,35.2807,0.482422,0,12.6981,12.6981,44000
mlp.linear_fc2,36,2256,1.67969,0,0.198582,1,44000
self_attention.linear_proj,49,75.5,0.464844,0,5.93377,5.93377,44000
self_attention.linear_qkv,49,38.5052,0.269531,0,11.6348,11.6348,44000
mlp.linear_fc1,49,35.0611,0.464844,0,12.7777,12.7777,44000
mlp.linear_fc2,49,4768,0.691406,0,0.0939597,1,44000
self_attention.linear_proj,50,62.75,0.585938,0,7.13944,7.13944,44000
self_attention.linear_qkv,50,40.7363,0.332031,0,10.9976,10.9976,44000
mlp.linear_fc1,50,34.0441,0.582031,0,13.1594,13.1594,44000
mlp.linear_fc2,50,5792,0.675781,0,0.0773481,1,44000
self_attention.linear_proj,51,66,0.335938,0,6.78788,6.78788,44000
self_attention.linear_qkv,51,34.7369,0.263672,0,12.897,12.897,44000
mlp.linear_fc1,51,33.8119,0.421875,0,13.2498,13.2498,44000
mlp.linear_fc2,51,6528,0.832031,0,0.0686275,1,44000
self_attention.linear_proj,52,68,0.59375,0,6.58824,6.58824,44000
self_attention.linear_qkv,52,43.5243,0.3125,0,10.2931,10.2931,44000
mlp.linear_fc1,52,34.0752,0.558594,0,13.1474,13.1474,44000
mlp.linear_fc2,52,4768,0.753906,0,0.0939597,1,44000
self_attention.linear_proj,5,37.75,2.4375,0,11.8675,11.8675,44000
self_attention.linear_qkv,5,17.9486,0.582031,0,24.9602,24.9602,44000
mlp.linear_fc1,5,12.3326,0.710938,0,36.3264,36.3264,44000
mlp.linear_fc2,5,11712,3,0,0.0382514,1,44000
self_attention.linear_proj,6,39.25,1.20312,0,11.414,11.414,44000
self_attention.linear_qkv,6,19.0871,0.449219,0,23.4714,23.4714,44000
mlp.linear_fc1,6,8.4855,0.9375,0,52.7959,52.7959,44000
mlp.linear_fc2,6,1280,1.57812,0,0.35,1,44000
self_attention.linear_proj,7,33,1.57031,0,13.5758,13.5758,44000
self_attention.linear_qkv,7,30.5431,0.386719,0,14.6678,14.6678,44000
mlp.linear_fc1,7,8.03838,0.496094,0,55.7326,55.7326,44000
mlp.linear_fc2,7,908,2.09375,0,0.493392,1,44000
self_attention.linear_proj,8,25.25,0.929688,0,17.7426,17.7426,44000
self_attention.linear_qkv,8,19.2425,0.447266,0,23.2817,23.2817,44000
mlp.linear_fc1,8,8.06619,0.455078,0,55.5405,55.5405,44000
mlp.linear_fc2,8,1648,2.34375,0,0.271845,1,44000
self_attention.linear_proj,21,43.75,1.25781,0,10.24,10.24,44000
self_attention.linear_qkv,21,48.3682,0.349609,0,9.26228,9.26228,44000
mlp.linear_fc1,21,11.8,0.4375,0,37.9661,37.9661,44000
mlp.linear_fc2,21,1112,1.59375,0,0.402878,1,44000
self_attention.linear_proj,22,73,0.921875,0,6.13699,6.13699,44000
self_attention.linear_qkv,22,55.4657,0.396484,0,8.07707,8.07707,44000
mlp.linear_fc1,22,10.3347,0.394531,0,43.3489,43.3489,44000
