layer,shard,amax_act,amax_wgt,amax_act_last,scale_act,scale_fwd_med,iter
self_attention.linear_proj,26,59,0.523438,0,7.59322,7.59322,36000
self_attention.linear_qkv,26,39.7456,0.308594,0,11.2717,11.2717,36000
mlp.linear_fc1,26,14.4376,0.337891,0,31.0301,31.0301,36000
mlp.linear_fc2,26,1136,1.32031,0,0.394366,1,36000
self_attention.linear_proj,27,79,0.425781,0,5.67089,5.67089,36000
self_attention.linear_qkv,27,48.0839,0.298828,0,9.31705,9.31705,36000
mlp.linear_fc1,27,14.4878,0.431641,0,30.9226,30.9226,36000
mlp.linear_fc2,27,1960,1.27344,0,0.228571,1,36000
self_attention.linear_proj,28,72,0.488281,0,6.22222,6.22222,36000
self_attention.linear_qkv,28,38.0712,0.373047,0,11.7674,11.7674,36000
mlp.linear_fc1,28,15.1993,0.347656,0,29.4751,29.4751,36000
mlp.linear_fc2,28,1936,1.5,0,0.231405,1,36000
self_attention.linear_proj,41,38,0.341797,0,11.7895,11.7895,36000
self_attention.linear_qkv,41,26.0754,0.205078,0,17.181,17.181,36000
mlp.linear_fc1,41,28.2421,0.5,0,15.8629,15.8629,36000
mlp.linear_fc2,41,1760,0.640625,0,0.254545,1,36000
self_attention.linear_proj,42,41.5,0.318359,0,10.7952,10.7952,36000
self_attention.linear_qkv,42,27.3331,0.19043,0,16.3904,16.3904,36000
mlp.linear_fc1,42,28.4381,0.34375,0,15.7535,15.7535,36000
mlp.linear_fc2,42,2024,1.13281,0,0.221344,1,36000
self_attention.linear_proj,43,47.75,0.396484,0,9.3822,9.3822,36000
self_attention.linear_qkv,43,30.9631,0.204102,0,14.4688,14.4688,36000
mlp.linear_fc1,43,29.0329,0.507812,0,15.4308,15.4308,36000
mlp.linear_fc2,43,2208,1.32031,0,0.202899,1,36000
self_attention.linear_proj,44,38.75,0.253906,0,11.5613,11.5613,36000
self_attention.linear_qkv,44,29.9886,0.219727,0,14.939,14.939,36000
mlp.linear_fc1,44,29.0989,0.371094,0,15.3957,15.3957,36000
mlp.linear_fc2,44,2624,1.23438,0,0.170732,1,36000
self_attention.linear_proj,57,67.5,0.470703,0,6.63704,6.63704,36000
self_attention.linear_qkv,57,45.7313,0.253906,0,9.79635,9.79635,36000
mlp.linear_fc1,57,51.5882,0.585938,0,8.68415,8.68415,36000
mlp.linear_fc2,57,5024,0.789062,0,0.089172,1,36000
self_attention.linear_proj,58,89,0.683594,0,5.03371,5.03371,36000
self_attention.linear_qkv,58,49.8939,0.255859,0,8.97905,8.97905,36000
mlp.linear_fc1,58,54.523,0.902344,0,8.21672,8.21672,36000
mlp.linear_fc2,58,12864,1.28125,0,0.0348259,1,36000
self_attention.linear_proj,59,78,0.476562,0,5.74359,5.74359,36000
self_attention.linear_qkv,59,47.0697,0.275391,0,9.51779,9.51779,36000
mlp.linear_fc1,59,55.1669,0.710938,0,8.12081,8.12081,36000
mlp.linear_fc2,59,11968,1.21875,0,0.0374332,1,36000
self_attention.linear_proj,60,141,0.609375,0,3.1773,3.1773,36000
self_attention.linear_qkv,60,49.8806,0.228516,0,8.98144,8.98144,36000
mlp.linear_fc1,60,58.0937,0.578125,0,7.71169,7.71169,36000
mlp.linear_fc2,60,7424,1.23438,0,0.0603448,1,36000
self_attention.linear_proj,13,61.75,0.785156,0,7.25506,7.25506,36000
self_attention.linear_qkv,13,29.4697,0.376953,0,15.202,15.202,36000
mlp.linear_fc1,13,6.04412,0.359375,0,74.1216,74.1216,36000
mlp.linear_fc2,13,652,1.52344,0,0.687117,1,36000
self_attention.linear_proj,14,22.25,1.69531,0,20.1348,20.1348,36000
self_attention.linear_qkv,14,32.6055,0.416016,0,13.74,13.74,36000
mlp.linear_fc1,14,6.69693,0.330078,0,66.8963,66.8963,36000
mlp.linear_fc2,14,652,1.27344,0,0.687117,1,36000
self_attention.linear_proj,15,26,0.65625,0,17.2308,17.2308,36000
self_attention.linear_qkv,15,39.6371,0.402344,0,11.3026,11.3026,36000
mlp.linear_fc1,15,7.20096,0.390625,0,62.2139,62.2139,36000
mlp.linear_fc2,15,876,1.46875,0,0.511416,1,36000
self_attention.linear_proj,16,25.5,1.54688,0,17.5686,17.5686,36000
self_attention.linear_qkv,16,45.4036,0.375,0,9.86707,9.86707,36000
mlp.linear_fc1,16,9.46354,0.373047,0,47.3396,47.3396,36000
mlp.linear_fc2,16,696,1.22656,0,0.643678,1,36000
self_attention.linear_proj,29,73.5,0.53125,0,6.09524,6.09524,36000
self_attention.linear_qkv,29,38.4345,0.335938,0,11.6562,11.6562,36000
mlp.linear_fc1,29,15.9901,0.322266,0,28.0174,28.0174,36000
mlp.linear_fc2,29,1808,1.32812,0,0.247788,1,36000
self_attention.linear_proj,30,78.5,0.503906,0,5.70701,5.70701,36000
self_attention.linear_qkv,30,46.5099,0.308594,0,9.63235,9.63235,36000
mlp.linear_fc1,30,18.0831,0.302734,0,24.7745,24.7745,36000
mlp.linear_fc2,30,1760,1.36719,0,0.254545,1,36000
self_attention.linear_proj,31,61.5,0.486328,0,7.28455,7.28455,36000
self_attention.linear_qkv,31,40.5588,0.285156,0,11.0457,11.0457,36000
mlp.linear_fc1,31,18.6228,0.363281,0,24.0565,24.0565,36000
mlp.linear_fc2,31,2000,1.53906,0,0.224,1,36000
self_attention.linear_proj,32,68,0.482422,0,6.58824,6.58824,36000
self_attention.linear_qkv,32,41.7214,0.277344,0,10.7379,10.7379,36000
mlp.linear_fc1,32,19.9479,0.347656,0,22.4585,22.4585,36000
mlp.linear_fc2,32,1968,1.33594,0,0.227642,1,36000
self_attention.linear_proj,45,49.5,0.298828,0,9.0505,9.0505,36000
self_attention.linear_qkv,45,34.0362,0.226562,0,13.1625,13.1625,36000
mlp.linear_fc1,45,29.6878,0.375,0,15.0904,15.0904,36000
mlp.linear_fc2,45,1936,0.65625,0,0.231405,1,36000
self_attention.linear_proj,46,64.5,0.396484,0,6.94574,6.94574,36000
self_attention.linear_qkv,46,34.4573,0.245117,0,13.0016,13.0016,36000
mlp.linear_fc1,46,29.8759,0.486328,0,14.9954,14.9954,36000
mlp.linear_fc2,46,2752,0.875,0,0.162791,1,36000
self_attention.linear_proj,47,71,0.353516,0,6.30986,6.30986,36000
self_attention.linear_qkv,47,37.9457,0.220703,0,11.8064,11.8064,36000
mlp.linear_fc1,47,30.6724,0.636719,0,14.606,14.606,36000
mlp.linear_fc2,47,2544,1.22656,0,0.176101,1,36000
self_attention.linear_proj,48,82.5,0.347656,0,5.4303,5.4303,36000
self_attention.linear_qkv,48,38.5059,0.24707,0,11.6346,11.6346,36000
mlp.linear_fc1,48,31.6043,0.466797,0,14.1753,14.1753,36000
mlp.linear_fc2,48,3760,0.574219,0,0.119149,1,36000
self_attention.linear_proj,61,86.5,0.523438,0,5.17919,5.17919,36000
self_attention.linear_qkv,61,55.953,0.21582,0,8.00672,8.00672,36000
mlp.linear_fc1,61,60.677,0.527344,0,7.38335,7.38335,36000
mlp.linear_fc2,61,35328,1.52344,0,0.0126812,1,36000
self_attention.linear_proj,62,133,0.59375,0,3.36842,3.36842,36000
self_attention.linear_qkv,62,61.8705,0.308594,0,7.24093,7.24093,36000
mlp.linear_fc1,62,65.6527,0.337891,0,6.82379,6.82379,36000
mlp.linear_fc2,62,18048,1.5,0,0.0248227,1,36000
self_attention.linear_proj,63,25.625,0.574219,0,17.4829,17.4829,36000
self_attention.linear_qkv,63,63.8802,0.228516,0,7.01313,7.01313,36000
mlp.linear_fc1,63,69.6636,0.550781,0,6.4309,6.4309,36000
mlp.linear_fc2,63,325632,1.32031,0,0.00137579,1,36000
self_attention.linear_proj,0,10.5625,1.28125,6.625,42.4142,42.4142,40000
self_attention.linear_qkv,0,14.5796,0.308594,14.4771,30.7278,30.7278,40000
mlp.linear_fc1,0,4.82575,0.535156,3.73521,92.8353,92.8353,40000
mlp.linear_fc2,0,2752,1.96094,156,0.162791,1,40000
self_attention.linear_proj,1,14.4375,2.15625,7.90625,31.0303,31.0303,40000
self_attention.linear_qkv,1,9.89557,0.386719,9.02369,45.2728,45.2728,40000
mlp.linear_fc1,1,9.92015,0.734375,4.68447,45.1606,45.1606,40000
mlp.linear_fc2,1,36608,2.53125,2608,0.0122378,1,40000
self_attention.linear_proj,2,12.4375,2.34375,7.09375,36.0201,36.0201,40000
self_attention.linear_qkv,2,9.50625,0.425781,7.15991,47.1269,47.1269,40000
mlp.linear_fc1,2,10.8697,0.683594,5.70807,41.2153,41.2153,40000
mlp.linear_fc2,2,976,1.73438,512,0.459016,1,40000
self_attention.linear_proj,3,15.625,2.51562,8.375,28.672,28.672,40000
self_attention.linear_qkv,3,15.4326,0.443359,14.3328,29.0295,29.0295,40000
mlp.linear_fc1,3,7.65997,0.765625,5.00763,58.4859,58.4859,40000
mlp.linear_fc2,3,5536,1.36719,108,0.0809249,1,40000
self_attention.linear_proj,4,17.125,2.75,9.875,26.1606,26.1606,40000
self_attention.linear_qkv,4,16.3919,0.445312,15.1925,27.3305,27.3305,40000
mlp.linear_fc1,4,8.00092,0.722656,5.25264,55.9936,55.9936,40000
mlp.linear_fc2,4,7104,1.73438,127.5,0.0630631,1,40000
self_attention.linear_proj,17,49.25,1.14062,27.875,9.09645,9.09645,40000
self_attention.linear_qkv,17,52.0011,0.365234,51.784,8.6152,8.6152,40000
mlp.linear_fc1,17,8.92521,0.361328,6.88344,50.1949,50.1949,40000
mlp.linear_fc2,17,796,1.46875,228,0.562814,1,40000
self_attention.linear_proj,18,41.5,1.26562,23.5,10.7952,10.7952,40000
self_attention.linear_qkv,18,46.5037,0.320312,46.3075,9.63364,9.63364,40000
mlp.linear_fc1,18,9.7318,0.5,6.24472,46.0346,46.0346,40000
mlp.linear_fc2,18,684,1.19531,298,0.654971,1,40000
self_attention.linear_proj,19,37.75,0.648438,25,11.8675,11.8675,40000
self_attention.linear_qkv,19,49.7841,0.431641,49.577,8.99886,8.99886,40000
mlp.linear_fc1,19,11.1576,0.511719,7.10554,40.1519,40.1519,40000
mlp.linear_fc2,19,1592,1.22656,520,0.281407,1,40000
self_attention.linear_proj,20,47.5,0.851562,23.625,9.43158,9.43158,40000
self_attention.linear_qkv,20,44.2338,0.333984,44.0816,10.128,10.128,40000
mlp.linear_fc1,20,11.9016,0.412109,7.54887,37.6419,37.6419,40000
mlp.linear_fc2,20,656,1.03125,334,0.682927,1,40000
self_attention.linear_proj,33,75.5,0.472656,28.125,5.93377,5.93377,40000
self_attention.linear_qkv,33,34.651,0.300781,34.5938,12.9289,12.9289,40000
mlp.linear_fc1,33,19.1481,0.417969,11.4025,23.3966,23.3966,40000
mlp.linear_fc2,33,2224,1.45312,912,0.201439,1,40000
self_attention.linear_proj,34,94.5,0.458984,68.5,4.74074,4.74074,40000
self_attention.linear_qkv,34,39.8951,0.291016,39.5878,11.2295,11.2295,40000
mlp.linear_fc1,34,22.2992,0.363281,13.117,20.0904,20.0904,40000
mlp.linear_fc2,34,2160,1.03906,1184,0.207407,1,40000
self_attention.linear_proj,35,79,0.582031,55.5,5.67089,5.67089,40000
self_attention.linear_qkv,35,42.2124,0.291016,42.1945,10.613,10.613,40000
mlp.linear_fc1,35,26.5342,0.345703,14.9221,16.8839,16.8839,40000
mlp.linear_fc2,35,2304,1.35938,1200,0.194444,1,40000
self_attention.linear_proj,36,61.25,0.445312,41,7.31429,7.31429,40000
self_attention.linear_qkv,36,29.7697,0.257812,29.7514,15.0488,15.0488,40000
mlp.linear_fc1,36,34.43,0.460938,18.2486,13.0119,13.0119,40000
mlp.linear_fc2,36,2048,1.54688,1328,0.21875,1,40000
self_attention.linear_proj,49,77.5,0.4375,40.75,5.78065,5.78065,40000
self_attention.linear_qkv,49,39.0676,0.261719,39.0628,11.4673,11.4673,40000
mlp.linear_fc1,49,33.7149,0.423828,13.136,13.2879,13.2879,40000
mlp.linear_fc2,49,3648,0.644531,1432,0.122807,1,40000
self_attention.linear_proj,50,56.25,0.5,53.75,7.96444,7.96444,40000
self_attention.linear_qkv,50,40.7431,0.314453,40.7376,10.9957,10.9957,40000
mlp.linear_fc1,50,34.7447,0.546875,12.6048,12.8941,12.8941,40000
mlp.linear_fc2,50,5184,0.628906,1896,0.0864198,1,40000
self_attention.linear_proj,51,68,0.339844,55.25,6.58824,6.58824,40000
self_attention.linear_qkv,51,35.1626,0.251953,35.1566,12.7408,12.7408,40000
mlp.linear_fc1,51,38.2413,0.400391,12.5746,11.7151,11.7151,40000
mlp.linear_fc2,51,5440,0.746094,1624,0.0823529,1,40000
self_attention.linear_proj,52,65,0.558594,43.25,6.89231,6.89231,40000
self_attention.linear_qkv,52,43.2551,0.300781,43.2476,10.3572,10.3572,40000
mlp.linear_fc1,52,39.3388,0.511719,13.3013,11.3883,11.3883,40000
mlp.linear_fc2,52,4576,0.671875,1856,0.0979021,1,40000
self_attention.linear_proj,5,32.25,2.28125,13.3125,13.8915,13.8915,40000
self_attention.linear_qkv,5,18.9982,0.511719,16.9636,23.5812,23.5812,40000
mlp.linear_fc1,5,12.045,0.617188,8.68233,37.1938,37.1938,40000
mlp.linear_fc2,5,6912,2.65625,344,0.0648148,1,40000
self_attention.linear_proj,6,41,1.08594,13.25,10.9268,10.9268,40000
self_attention.linear_qkv,6,22.0842,0.439453,22.0056,20.286,20.286,40000
mlp.linear_fc1,6,8.44307,0.882812,8.21549,53.0613,53.0613,40000
mlp.linear_fc2,6,1248,1.46094,117.5,0.358974,1,40000
self_attention.linear_proj,7,33.5,1.39844,13.8125,13.3731,13.3731,40000
self_attention.linear_qkv,7,33.9115,0.361328,33.7745,13.2108,13.2108,40000
mlp.linear_fc1,7,8.06023,0.449219,7.834,55.5815,55.5815,40000
mlp.linear_fc2,7,444,1.94531,190,1.00901,1.00901,40000
self_attention.linear_proj,8,26.125,0.769531,16.125,17.1483,17.1483,40000
self_attention.linear_qkv,8,21.2659,0.410156,21.078,21.0666,21.0666,40000
mlp.linear_fc1,8,7.66224,0.404297,7.35779,58.4686,58.4686,40000
mlp.linear_fc2,8,784,2.21875,328,0.571429,1,40000
self_attention.linear_proj,21,45,1.16406,29.75,9.95556,9.95556,40000
self_attention.linear_qkv,21,48.0378,0.308594,47.8923,9.326,9.326,40000
mlp.linear_fc1,21,12.3992,0.390625,7.80938,36.1314,36.1314,40000
mlp.linear_fc2,21,1040,1.49219,496,0.430769,1,40000
self_attention.linear_proj,22,77,0.828125,53.25,5.81818,5.81818,40000
self_attention.linear_qkv,22,55.6563,0.365234,55.5366,8.04941,8.04941,40000
mlp.linear_fc1,22,10.9122,0.371094,6.84846,41.0551,41.0551,40000
mlp.linear_fc2,22,880,1.20312,536,0.509091,1,40000
self_attention.linear_proj,23,70,1.07031,45.5,6.4,6.4,40000
self_attention.linear_qkv,23,50.6886,0.394531,50.5723,8.83828,8.83828,40000
mlp.linear_fc1,23,11.904,0.419922,7.44625,37.6345,37.6345,40000
mlp.linear_fc2,23,1320,1.65625,466,0.339394,1,40000
self_attention.linear_proj,24,68.5,0.462891,50,6.54015,6.54015,40000
self_attention.linear_qkv,24,49.0211,0.408203,48.6153,9.13892,9.13892,40000
mlp.linear_fc1,24,11.7801,0.546875,7.28511,38.0302,38.0302,40000
mlp.linear_fc2,24,1112,1.19531,632,0.402878,1,40000
self_attention.linear_proj,37,36,0.574219,24.125,12.4444,12.4444,40000
self_attention.linear_qkv,37,26.0414,0.21875,26.0207,17.2034,17.2034,40000
mlp.linear_fc1,37,37.6211,0.40625,17.8548,11.9082,11.9082,40000
mlp.linear_fc2,37,2352,1.1875,880,0.190476,1,40000
self_attention.linear_proj,38,48.75,0.566406,29.625,9.18974,9.18974,40000
self_attention.linear_qkv,38,37.9034,0.267578,37.6053,11.8195,11.8195,40000
mlp.linear_fc1,38,35.8263,0.376953,17.8503,12.5048,12.5048,40000
mlp.linear_fc2,38,2496,1.55469,1136,0.179487,1,40000
self_attention.linear_proj,39,45.75,0.542969,34.5,9.79235,9.79235,40000
self_attention.linear_qkv,39,28.2971,0.21582,28.2901,15.832,15.832,40000
mlp.linear_fc1,39,34.5535,0.488281,14.8054,12.9654,12.9654,40000
mlp.linear_fc2,39,2208,0.847656,684,0.202899,1,40000
self_attention.linear_proj,40,64,0.503906,30,7,7,40000
self_attention.linear_qkv,40,27.4683,0.275391,27.4638,16.3097,16.3097,40000
mlp.linear_fc1,40,34.2834,0.474609,14.3772,13.0676,13.0676,40000
mlp.linear_fc2,40,1720,1.01562,1184,0.260465,1,40000
self_attention.linear_proj,53,69,0.380859,41.5,6.49275,6.49275,40000
self_attention.linear_qkv,53,39.0665,0.318359,39.0594,11.4676,11.4676,40000
mlp.linear_fc1,53,42.2351,0.546875,15.1702,10.6073,10.6073,40000
mlp.linear_fc2,53,5824,0.714844,1848,0.0769231,1,40000
self_attention.linear_proj,54,79,0.625,75.5,5.67089,5.67089,40000
self_attention.linear_qkv,54,41.576,0.251953,41.5673,10.7755,10.7755,40000
mlp.linear_fc1,54,44.4246,0.5625,18.1057,10.0845,10.0845,40000
mlp.linear_fc2,54,4864,0.875,3248,0.0921053,1,40000
self_attention.linear_proj,55,90,0.734375,71,4.97778,4.97778,40000
self_attention.linear_qkv,55,49.3851,0.328125,49.3757,9.07157,9.07157,40000
mlp.linear_fc1,55,45.6727,0.574219,20.4955,9.80892,9.80892,40000
mlp.linear_fc2,55,5056,0.914062,2864,0.0886076,1,40000
self_attention.linear_proj,56,67,0.746094,34.5,6.68657,6.68657,40000
self_attention.linear_qkv,56,47.4238,0.326172,47.4153,9.44673,9.44673,40000
mlp.linear_fc1,56,48.9548,0.542969,23.9974,9.1513,9.1513,40000
mlp.linear_fc2,56,7392,1.07031,3296,0.0606061,1,40000
self_attention.linear_proj,9,24,2.6875,13.875,18.6667,18.6667,40000
self_attention.linear_qkv,9,21.2628,0.429688,21.0702,21.0696,21.0696,40000
mlp.linear_fc1,9,8.70421,0.53125,6.81934,51.4694,51.4694,40000
mlp.linear_fc2,9,1512,2.42188,824,0.296296,1,40000
self_attention.linear_proj,10,26.25,1.15625,15.1875,17.0667,17.0667,40000
self_attention.linear_qkv,10,24.6019,0.376953,24.5307,18.21,18.21,40000
mlp.linear_fc1,10,7.30998,0.378906,6.1951,61.2861,61.2861,40000
mlp.linear_fc2,10,560,2.1875,266,0.8,1,40000
self_attention.linear_proj,11,25.625,1.875,12.8125,17.4829,17.4829,40000
self_attention.linear_qkv,11,28.209,0.394531,27.9767,15.8815,15.8815,40000
mlp.linear_fc1,11,6.54989,0.425781,5.75896,68.3981,68.3981,40000
mlp.linear_fc2,11,512,2.0625,207,0.875,1,40000
self_attention.linear_proj,12,33.25,0.917969,14.75,13.4737,13.4737,40000
self_attention.linear_qkv,12,27.2591,0.398438,27.0437,16.4349,16.4349,40000
mlp.linear_fc1,12,6.22153,0.333984,5.60083,72.008,72.008,40000
mlp.linear_fc2,12,688,1.85938,253,0.651163,1,40000
self_attention.linear_proj,25,59.25,0.503906,24.625,7.56118,7.56118,40000
self_attention.linear_qkv,25,37.1991,0.326172,37.0736,12.0433,12.0433,40000
mlp.linear_fc1,25,12.5255,0.324219,7.69071,35.7671,35.7671,40000
mlp.linear_fc2,25,1344,1.52344,520,0.333333,1,40000
self_attention.linear_proj,26,63.25,0.582031,34,7.083,7.083,40000
self_attention.linear_qkv,26,39.43,0.318359,38.3527,11.3619,11.3619,40000
mlp.linear_fc1,26,13.0829,0.386719,8.00486,34.2433,34.2433,40000
mlp.linear_fc2,26,1256,1.41406,752,0.356688,1,40000
self_attention.linear_proj,27,90,0.449219,50.5,4.97778,4.97778,40000
self_attention.linear_qkv,27,46.3967,0.320312,45.7789,9.65585,9.65585,40000
mlp.linear_fc1,27,13.2062,0.482422,8.05385,33.9234,33.9234,40000
mlp.linear_fc2,27,2144,1.375,864,0.208955,1,40000
self_attention.linear_proj,28,73,0.511719,54,6.13699,6.13699,40000
self_attention.linear_qkv,28,36.5387,0.419922,36.272,12.261,12.261,40000
mlp.linear_fc1,28,14.0741,0.355469,8.54756,31.8315,31.8315,40000
mlp.linear_fc2,28,2352,1.61719,716,0.190476,1,40000
self_attention.linear_proj,41,39.75,0.361328,29.25,11.2704,11.2704,40000
self_attention.linear_qkv,41,25.1028,0.219727,24.9592,17.8466,17.8466,40000
mlp.linear_fc1,41,34.1952,0.542969,14.1912,13.1012,13.1012,40000
mlp.linear_fc2,41,2024,0.6875,1064,0.221344,1,40000
self_attention.linear_proj,42,46,0.341797,33.5,9.73913,9.73913,40000
self_attention.linear_qkv,42,26.0828,0.212891,26.0775,17.1761,17.1761,40000
mlp.linear_fc1,42,34.5088,0.361328,14.2289,12.9822,12.9822,40000
mlp.linear_fc2,42,1992,1.28906,1176,0.2249,1,40000
self_attention.linear_proj,43,49.75,0.457031,36.75,9.00502,9.00502,40000
self_attention.linear_qkv,43,29.7118,0.22168,29.5667,15.0782,15.0782,40000
mlp.linear_fc1,43,34.6179,0.527344,14.0107,12.9413,12.9413,40000
mlp.linear_fc2,43,2528,1.44531,1248,0.177215,1,40000
self_attention.linear_proj,44,44,0.273438,31.125,10.1818,10.1818,40000
self_attention.linear_qkv,44,28.7372,0.217773,28.7315,15.5896,15.5896,40000
mlp.linear_fc1,44,34.0506,0.410156,13.6461,13.1569,13.1569,40000
mlp.linear_fc2,44,2320,1.39844,1240,0.193103,1,40000
self_attention.linear_proj,57,75.5,0.589844,67,5.93377,5.93377,40000
self_attention.linear_qkv,57,45.1859,0.259766,44.8988,9.9146,9.9146,40000
mlp.linear_fc1,57,51.7662,0.585938,27.453,8.65429,8.65429,40000
mlp.linear_fc2,57,8832,0.941406,4128,0.0507246,1,40000
self_attention.linear_proj,58,84.5,0.675781,34.75,5.30177,5.30177,40000
self_attention.linear_qkv,58,48.8003,0.255859,48.7911,9.18028,9.18028,40000
mlp.linear_fc1,58,55.474,0.824219,32.4739,8.07586,8.07586,40000
mlp.linear_fc2,58,15488,1.40625,8512,0.0289256,1,40000
self_attention.linear_proj,59,86.5,0.476562,68,5.17919,5.17919,40000
self_attention.linear_qkv,59,47.381,0.271484,45.9769,9.45527,9.45527,40000
mlp.linear_fc1,59,56.9296,0.675781,37.7691,7.86936,7.86936,40000
mlp.linear_fc2,59,15424,1.21094,8032,0.0290456,1,40000
self_attention.linear_proj,60,142,0.558594,40.5,3.15493,3.15493,40000
self_attention.linear_qkv,60,50.2356,0.25,45.3655,8.91797,8.91797,40000
mlp.linear_fc1,60,59.5816,0.609375,45.0271,7.5191,7.5191,40000
mlp.linear_fc2,60,17536,1.21094,4064,0.0255474,1,40000
self_attention.linear_proj,13,61.5,0.894531,13.9375,7.28455,7.28455,40000
self_attention.linear_qkv,13,27.6651,0.414062,27.4463,16.1937,16.1937,40000
mlp.linear_fc1,13,5.88553,0.421875,5.34102,76.1189,76.1189,40000
mlp.linear_fc2,13,712,1.625,183,0.629214,1,40000
self_attention.linear_proj,14,24.125,1.84375,15.25,18.5699,18.5699,40000
self_attention.linear_qkv,14,31.0902,0.441406,30.881,14.4097,14.4097,40000
mlp.linear_fc1,14,6.12518,0.392578,5.18137,73.1407,73.1407,40000
mlp.linear_fc2,14,772,1.32031,348,0.580311,1,40000
self_attention.linear_proj,15,27,0.746094,18.125,16.5926,16.5926,40000
self_attention.linear_qkv,15,38.5402,0.431641,38.4358,11.6242,11.6242,40000
mlp.linear_fc1,15,6.10824,0.416016,5.25521,73.3435,73.3435,40000
mlp.linear_fc2,15,588,1.58594,239,0.761905,1,40000
self_attention.linear_proj,16,28,1.64844,12.875,16,16,40000
self_attention.linear_qkv,16,44.5661,0.394531,44.1441,10.0525,10.0525,40000
mlp.linear_fc1,16,8.05676,0.421875,5.58904,55.6055,55.6055,40000
mlp.linear_fc2,16,816,1.3125,175,0.54902,1,40000
self_attention.linear_proj,29,80,0.570312,66.5,5.6,5.6,40000
self_attention.linear_qkv,29,36.9616,0.376953,36.8938,12.1207,12.1207,40000
mlp.linear_fc1,29,15.0641,0.363281,9.13073,29.7397,29.7397,40000
mlp.linear_fc2,29,1920,1.39844,912,0.233333,1,40000
self_attention.linear_proj,30,78,0.539062,64.5,5.74359,5.74359,40000
self_attention.linear_qkv,30,45.1555,0.320312,45.0773,9.92126,9.92126,40000
mlp.linear_fc1,30,16.8531,0.345703,10.1786,26.5827,26.5827,40000
mlp.linear_fc2,30,1976,1.47656,984,0.226721,1,40000
self_attention.linear_proj,31,67.5,0.511719,42.25,6.63704,6.63704,40000
self_attention.linear_qkv,31,39.4755,0.285156,39.4123,11.3488,11.3488,40000
mlp.linear_fc1,31,17.2876,0.375,10.3572,25.9146,25.9146,40000
mlp.linear_fc2,31,2064,1.69531,1048,0.217054,1,40000
self_attention.linear_proj,32,76.5,0.488281,51.5,5.85621,5.85621,40000
self_attention.linear_qkv,32,40.8934,0.291016,40.8211,10.9553,10.9553,40000
mlp.linear_fc1,32,18.4658,0.378906,11.0289,24.261,24.261,40000
mlp.linear_fc2,32,1840,1.45312,924,0.243478,1,40000
self_attention.linear_proj,45,55.75,0.320312,46.25,8.03587,8.03587,40000
self_attention.linear_qkv,45,32.9259,0.235352,32.9171,13.6063,13.6063,40000
mlp.linear_fc1,45,34.7266,0.408203,13.8026,12.9008,12.9008,40000
mlp.linear_fc2,45,2272,0.753906,1048,0.197183,1,40000
self_attention.linear_proj,46,69.5,0.404297,55.5,6.44604,6.44604,40000
self_attention.linear_qkv,46,33.6258,0.242188,33.6183,13.3231,13.3231,40000
mlp.linear_fc1,46,33.8689,0.515625,13.3764,13.2275,13.2275,40000
mlp.linear_fc2,46,3264,0.953125,1008,0.137255,1,40000
self_attention.linear_proj,47,74,0.398438,59,6.05405,6.05405,40000
self_attention.linear_qkv,47,37.3937,0.223633,37.3869,11.9806,11.9806,40000
mlp.linear_fc1,47,34.3071,0.667969,13.6158,13.0585,13.0585,40000
mlp.linear_fc2,47,2480,1.33594,1232,0.180645,1,40000
self_attention.linear_proj,48,88,0.359375,46,5.09091,5.09091,40000
self_attention.linear_qkv,48,37.9509,0.261719,37.667,11.8047,11.8047,40000
mlp.linear_fc1,48,33.7298,0.554688,13.277,13.282,13.282,40000
mlp.linear_fc2,48,3584,0.636719,1488,0.125,1,40000
self_attention.linear_proj,61,95.5,0.486328,92,4.6911,4.6911,40000
self_attention.linear_qkv,61,55.2402,0.275391,55.1655,8.11004,8.11004,40000
mlp.linear_fc1,61,62.9673,0.535156,53.3966,7.1148,7.1148,40000
mlp.linear_fc2,61,46336,1.66406,22272,0.00966851,1,40000
self_attention.linear_proj,62,125,0.703125,36.75,3.584,3.584,40000
self_attention.linear_qkv,62,64.7137,0.326172,59.8734,6.9228,6.9228,40000
mlp.linear_fc1,62,68.1808,0.347656,59.8461,6.57076,6.57076,40000
mlp.linear_fc2,62,57600,1.57812,40704,0.00777778,1,40000
self_attention.linear_proj,63,36.5,0.550781,15.0625,12.274,12.274,40000
self_attention.linear_qkv,63,67.7135,0.232422,63.4344,6.61611,6.61611,40000
mlp.linear_fc1,63,74.0894,0.5625,65.4384,6.04675,6.04675,40000
mlp.linear_fc2,63,1.27795e+06,1.49219,1.0281e+06,0.000350561,1,40000
self_attention.linear_proj,0,8.625,1.39844,0,51.942,51.942,43200
self_attention.linear_qkv,0,11.9071,0.320312,0,37.6247,37.6247,43200
mlp.linear_fc1,0,4.27632,0.578125,0,104.763,104.763,43200
mlp.linear_fc2,0,2416,2.04688,0,0.18543,1,43200
self_attention.linear_proj,1,13.875,2.3125,0,32.2883,32.2883,43200
self_attention.linear_qkv,1,10.0761,0.414062,0,44.4617,44.4617,43200
mlp.linear_fc1,1,9.65212,0.765625,0,46.4147,46.4147,43200
mlp.linear_fc2,1,18432,2.6875,0,0.0243056,1,43200
self_attention.linear_proj,2,10.9375,2.51562,0,40.96,40.96,43200
